epoch,step,train_acc,train_loss,val_acc,val_loss
23,2831,,,0.9255205392837524,0.22026647627353668
23,2831,0.9582165479660034,0.11050579696893692,,
24,2949,,,0.9161772727966309,0.278929203748703
24,2949,0.9671605825424194,0.08590418100357056,,
25,3067,,,0.7271756529808044,1.158493161201477
25,3067,0.9660926461219788,0.09075917303562164,,
26,3185,,,0.8128670454025269,0.7330795526504517
26,3185,0.9710986614227295,0.07830821722745895,,
27,3303,,,0.5552589297294617,2.821361541748047
27,3303,0.9751034379005432,0.06663713604211807,,
28,3421,,,0.7477309107780457,0.747467041015625
28,3421,0.9777065515518188,0.06330323219299316,,
29,3539,,,0.8019220232963562,0.9328669309616089
29,3539,0.9789747595787048,0.05580688267946243,,
30,3657,,,0.9177789688110352,0.2253825068473816
30,3657,0.9710986614227295,0.08831055462360382,,
31,3775,,,0.789108395576477,1.10807466506958
31,3775,0.988786518573761,0.03227836266160011,,
32,3893,,,0.9279231429100037,0.266573041677475
32,3893,0.9869176149368286,0.03686301410198212,,
33,4011,,,0.7058195471763611,2.005613327026367
33,4011,0.9796422123908997,0.05598071962594986,,
34,4129,,,0.9004271030426025,0.4481874704360962
34,4129,0.9847817420959473,0.042429421097040176,,
35,4247,,,0.8064602017402649,1.1294724941253662
35,4247,0.9861166477203369,0.04466594010591507,,
36,4365,,,0.8961558938026428,0.39270225167274475
36,4365,0.9858496785163879,0.03731692209839821,,
37,4483,,,0.9060330986976624,0.35295411944389343
37,4483,0.9894540309906006,0.02812405303120613,,
38,4601,,,0.9249866604804993,0.2563892602920532
38,4601,0.9829795956611633,0.06672956049442291,,
39,4719,,,0.9332621693611145,0.2995877265930176
39,4719,0.9908556938171387,0.02614036574959755,,
40,4837,,,0.9036305546760559,0.3566668629646301
40,4837,0.9911226630210876,0.03077361173927784,,
41,4955,,,0.9049652814865112,0.49774304032325745
41,4955,0.9907221794128418,0.027485886588692665,,
42,5073,,,0.92899090051651,0.30785077810287476
42,5073,0.9923241138458252,0.023668671026825905,,
43,5191,,,0.8825413584709167,0.7850692272186279
43,5191,0.9915899038314819,0.02422391250729561,,
44,5309,,,0.9175119996070862,0.3531716763973236
44,5309,0.9902549982070923,0.032748546451330185,,
45,5427,,,0.9239188432693481,0.31352531909942627
45,5427,0.9915899038314819,0.02632223069667816,,
46,5545,,,0.9209823608398438,0.40887171030044556
46,5545,0.9936590790748596,0.01733400672674179,,
47,5663,,,0.9089695811271667,0.41355833411216736
47,5663,0.9915231466293335,0.029754946008324623,,
48,5781,,,0.929524838924408,0.38470086455345154
48,5781,0.9950607419013977,0.015568629838526249,,
49,5899,,,0.5638014078140259,8.768966674804688
49,5899,0.9927913546562195,0.021243194118142128,,
50,6017,,,0.923117995262146,0.37784478068351746
50,6017,0.992724597454071,0.03127742186188698,,
51,6135,,,0.9183128476142883,0.36018505692481995
51,6135,0.9951942563056946,0.015034805983304977,,
52,6253,,,0.7864388823509216,1.6098140478134155
52,6253,0.9919903874397278,0.020184194669127464,,
53,6371,,,0.7028830647468567,2.3322315216064453
53,6371,0.9924576282501221,0.02540528029203415,,
54,6489,,,0.9343299269676208,0.37788161635398865
54,6489,0.9921905994415283,0.02970013953745365,,
55,6607,,,0.8547784090042114,0.524979829788208
55,6607,0.9940595626831055,0.017096372321248055,,
56,6725,,,0.9316604137420654,0.35019823908805847
56,6725,0.9949272274971008,0.014139045961201191,,
57,6843,,,0.9260544776916504,0.3349851071834564
57,6843,0.9890535473823547,0.06059632450342178,,
58,6961,,,0.891083836555481,0.6374184489250183
58,6961,0.9977973699569702,0.007598410360515118,,
59,7079,,,0.9284570217132568,0.4128863513469696
59,7079,0.9959952235221863,0.012320468202233315,,
60,7197,,,0.9124399423599243,0.45888230204582214
60,7197,0.9953944683074951,0.013037936761975288,,
61,7315,,,0.929257869720459,0.31051817536354065
61,7315,0.9951274991035461,0.014061125926673412,,
62,7433,,,0.9300587177276611,0.31138673424720764
62,7433,0.994259774684906,0.020693130791187286,,
63,7551,,,0.8961558938026428,0.5699813365936279
63,7551,0.9965959191322327,0.011069655418395996,,
64,7669,,,0.9271222352981567,0.32404428720474243
64,7669,0.9936590790748596,0.01947387494146824,,
65,7787,,,0.9340630173683167,0.3264416754245758
65,7787,0.9973968863487244,0.009085126221179962,,
66,7905,,,0.9196476340293884,0.3289855420589447
66,7905,0.9919903874397278,0.027672842144966125,,
67,8023,,,0.6711158752441406,3.162529945373535
67,8023,0.9976638555526733,0.0077089653350412846,,
68,8141,,,0.9100373983383179,0.4331141412258148
68,8141,0.9949939846992493,0.023517997935414314,,
69,8259,,,0.9271222352981567,0.3344062864780426
69,8259,0.9967961311340332,0.010345513001084328,,
70,8377,,,0.8510411381721497,0.8218563795089722
70,8377,0.9959284663200378,0.013451939448714256,,
71,8495,,,0.9255205392837524,0.334867924451828
71,8495,0.9964624047279358,0.010383658111095428,,
72,8613,,,0.929524838924408,0.3755131959915161
72,8613,0.9948604702949524,0.02156059443950653,,
73,8731,,,0.9241858124732971,0.5139846205711365
73,8731,0.9997997879981995,0.0015977640869095922,,
74,8849,,,0.9281900525093079,0.36811184883117676
74,8849,0.9939260482788086,0.016898728907108307,,
75,8967,,,0.9097704291343689,0.6820524334907532
75,8967,0.9968628883361816,0.007803237996995449,,
76,9085,,,0.9175119996070862,0.3788326382637024
76,9085,0.9967961311340332,0.011707724072039127,,
77,9203,,,0.9327282309532166,0.42034971714019775
77,9203,0.9968628883361816,0.009437086060643196,,
78,9321,,,0.9260544776916504,0.4318654239177704
78,9321,0.9951274991035461,0.019201410934329033,,
79,9439,,,0.9313935041427612,0.44035935401916504
79,9439,0.997196614742279,0.008135859854519367,,
80,9557,,,0.9321943521499634,0.3898482918739319
80,9557,0.9957281947135925,0.013081483542919159,,
81,9675,,,0.9332621693611145,0.403190553188324
81,9675,0.9978641271591187,0.007384054362773895,,
82,9793,,,0.9265883564949036,0.5479645729064941
82,9793,0.9973968863487244,0.006829874590039253,,
83,9911,,,0.9265883564949036,0.4127734303474426
83,9911,0.9950607419013977,0.0151014793664217,,
84,10029,,,0.9135077595710754,0.7429620623588562
84,10029,0.9975970983505249,0.0063589285127818584,,
85,10147,,,0.8691937923431396,1.1105188131332397
85,10147,0.997196614742279,0.010039852000772953,,
86,10265,,,0.9332621693611145,0.3597453236579895
86,10265,0.9957281947135925,0.014366796240210533,,
87,10383,,,0.9271222352981567,0.44284525513648987
87,10383,0.9972633719444275,0.009475115686655045,,
88,10501,,,0.9276561737060547,0.2470565140247345
88,10501,0.9963289499282837,0.013867562636733055,,
89,10619,,,0.9308595657348633,0.3797973394393921
89,10619,0.9982646107673645,0.007049631327390671,,
90,10737,,,0.9329952001571655,0.4123553931713104
90,10737,0.9982646107673645,0.006024913862347603,,
91,10855,,,0.9244527220726013,0.4668457508087158
91,10855,0.9949939846992493,0.019370391964912415,,
92,10973,,,0.9223171472549438,0.43094372749328613
92,10973,0.9976638555526733,0.007863168604671955,,
93,11091,,,0.9308595657348633,0.43538424372673035
93,11091,0.9982646107673645,0.006054913625121117,,
94,11209,,,0.7471970319747925,2.152386426925659
94,11209,0.9958617091178894,0.012525899335741997,,
95,11327,,,0.9324613213539124,0.42822057008743286
95,11327,0.9973301291465759,0.008799349889159203,,
96,11445,,,0.9319273829460144,0.3465314507484436
96,11445,0.9974636435508728,0.008170978166162968,,
97,11563,,,0.9175119996070862,0.4285406768321991
97,11563,0.9969964027404785,0.009970626793801785,,
98,11681,,,0.9207154512405396,0.520926833152771
98,11681,0.9989320635795593,0.003622005693614483,,
99,11799,,,0.8392952680587769,1.1194700002670288
99,11799,0.9977973699569702,0.008128848858177662,,
100,11917,,,0.9383342266082764,0.4965760111808777
100,11917,0.9977306127548218,0.012523088604211807,,
101,12035,,,0.91083824634552,0.7019303441047668
101,12035,0.9980643391609192,0.006495234090834856,,
102,12153,,,0.9041644334793091,0.6505118608474731
102,12153,0.9974636435508728,0.005925777833908796,,
103,12271,,,0.9359316825866699,0.4697500765323639
103,12271,0.9977306127548218,0.006573537364602089,,
104,12389,,,0.9305926561355591,0.3641611933708191
104,12389,0.9980643391609192,0.007583072874695063,,
105,12507,,,0.890549898147583,0.5507041215896606
105,12507,0.9976638555526733,0.007275399751961231,,
106,12625,,,0.9265883564949036,0.5220919847488403
106,12625,0.9979308247566223,0.006949982605874538,,
107,12743,,,0.9311265349388123,0.4510478675365448
107,12743,0.9973968863487244,0.007445434108376503,,
108,12861,,,0.935397744178772,0.38510459661483765
108,12861,0.9977306127548218,0.006890997756272554,,
109,12979,,,0.9038974642753601,0.693026602268219
109,12979,0.9974636435508728,0.011118455789983273,,
110,13097,,,0.9324613213539124,0.37357673048973083
110,13097,0.9977973699569702,0.007295879069715738,,
111,13215,,,0.9215162992477417,0.5085644125938416
111,13215,0.998731791973114,0.004361280240118504,,
112,13333,,,0.8801388144493103,0.49562087655067444
112,13333,0.9941262602806091,0.02566024288535118,,
113,13451,,,0.9209823608398438,0.5210741758346558
113,13451,0.9982646107673645,0.005902157165110111,,
114,13569,,,0.9303256869316101,0.4049766957759857
114,13569,0.9980643391609192,0.006734231486916542,,
115,13687,,,0.9378003478050232,0.3994112014770508
115,13687,0.9978641271591187,0.0056055523455142975,,
116,13805,,,0.9268553256988525,0.4274827837944031
116,13805,0.9981978535652161,0.006528853438794613,,
117,13923,,,0.9305926561355591,0.42834779620170593
117,13923,0.9976638555526733,0.007029294967651367,,
118,14041,,,0.9161772727966309,0.5782445073127747
118,14041,0.997196614742279,0.010054908692836761,,
119,14159,,,0.935664713382721,0.4753335416316986
119,14159,0.9983313083648682,0.004636725876480341,,
